title,year,date,url,comments,cats
"Commemorate the Erie Canal Bicentennial with songs, stories… …and a premiere of an Erie Canal Documentary!",2017,Aug 16th,http://www.star-revue.com/commemorate-erie-canal-bicentennial-songs-stories-premiere-erie-canal-documentary/,,"['Arts', 'Music']"
"Commentary – The Flux of CB 6, by Mark Shames",2016,Apr 13th,http://www.star-revue.com/commentary-flux-cb-6-mark-shames/,,['Op Ed']
"Commentary: Sunny’s, City Council and BQX, by George Fiala",2017,Jun 15th,http://www.star-revue.com/commentary-sunnys-city-council-bqx-george-fiala/,5,"['Carlos Menchaca', 'Column']"
"Comments re Beard Street bar situation, edited by George Fiala",2017,Jul 14th,http://www.star-revue.com/comments-re-beard-street-bar-situation-edited-george-fiala/,,['Community Board 6']
Community Concerns Raised at Latest DCP Gowanus Rezoning Forum,2019,Feb 14th,http://www.star-revue.com/community-concerns-raised-at-latest-dcp-gowanus-rezoning-forum/,,"['Land Use', 'NYCHA', 'Quality of Life Issues', 'Real Estate']"
Community Leaders Convene at Library Summit,2018,Dec 4th,http://www.star-revue.com/community-leaders-convene-at-library-summit-by-brett-yates/,,"['Community Organizations', 'Red Hook']"
"Community Pushes Back on Thor Equities Plan, by Noah Phillips",2016,Dec 8th,http://www.star-revue.com/community-pushes-back-thor-equities-plan-noah-phillips/,1,"['Carlos Menchaca', 'Community Board 6', 'Local Issues - Red Hook', 'Real Estate', 'Waterfront']"
"Confrontation at Visitation Church, by Emily Kluver",2017,Mar 10th,http://www.star-revue.com/confrontation-visitation-church/,1,['Religious News']
Congresswoman Nydia Velazquez attends Women’s March in Washington,2017,Jan 23rd,http://www.star-revue.com/congresswoman-nydia-velazquez-attends-womens-march-washington/,,['Trump']
"Controversial plan for Valentino Pier Comfort Station, by George Fiala",2014,Sep 20th,http://www.star-revue.com/controversial-plan-valentino-pier-comfort-station-george-fiala/,1,['Valentino Pier']
Cool People Are Cool at DE-CONSTRUKT,2019,Feb 26th,http://www.star-revue.com/cool-people-are-cool-at-de-construkt/,,"['Arts', 'Community Organizations']"
"Cora Dance’s Red Hook Live, by Kimberly Gail Price",2014,Jan 24th,http://www.star-revue.com/cora-dances-red-hook-live-by-kimberly-gail-price/,,"['Arts', 'Cora Dance', 'Kimberly Gail Price']"
"Cora Dance’s wordless production speaks a universal language, by Kimberly Gail Price",2013,Mar 5th,http://www.star-revue.com/cora-dances-wordless-production-speaks-a-universal-language-by-kimberly-gail-price/,,['Cora Dance']
Corner of Carroll and Court Officially Named After P.S. 58’s Late Principal Giselle McGee,2019,Apr 8th,http://www.star-revue.com/corner-of-carroll-and-court-officially-named-after-p-s-58s-late-principal-giselle-mcgee/,,['Carroll Gardens']
"Council member Brad Lander opposes Fortis plan for a rezoning of the LICH campus, by George Fiala",2015,Nov 19th,http://www.star-revue.com/council-member-brad-lander-opposed-fortis-plan-for-a-rezoning-of-the-lich-campus-by-george-fiala/,1,['Cobble Hill']
"Councilmembers Lander and Levin guests  at February Gowanus CAG meeting, by George Fiala",2014,Mar 9th,http://www.star-revue.com/849/,,"['Gowanus Canal', 'Politics']"
"Court Street now and then, by Tina Portelli",2017,Dec 21st,http://www.star-revue.com/court-street-now-tina-portelli/,2,['Court Street']
"Court Street’s Molese Club gives the Gift of Life, by Mary Ann Pietanza",2017,Mar 11th,http://www.star-revue.com/court-streets-molese-club-gives-gift-life-mary-ann-pietanza/,2,"['Carroll Gardens', 'Health']"
Cover Songs – The Agony & The Ecstasy by Antony Zito ,2019,Apr 9th,http://www.star-revue.com/cover-songs-the-agony-the-ecstasy-by-antony-zito/,,['Music']
"Crazy Zoning Change shot down by CB 6 for 41 Summit St., Story and photos by George Fiala",2018,Nov 15th,http://www.star-revue.com/prospective-zoning-change-for-41-summit-st-story-and-photos-by-george-fiala/,,"['Community Board 6', 'Red Hook Local Leaders']"
"Creating a cultural sanctuary in Red Hook, by Micah B. Rubin",2014,May 27th,http://www.star-revue.com/creating-a-cultural-sanctuary-in-red-hook-by-micah-b-rubin/,,['Arts']
"Cross Country Fundraising begins on Court Street, by Clarissa Sauter",2014,Jun 27th,http://www.star-revue.com/cross-country-fundraising-begins-on-court-street-by-clarissa-sauter/,1,['Community Organizations']
Cultural outreach at BASIS,2017,Jan 10th,http://www.star-revue.com/cultural-outreach-basis/,1,['Education']
"Curtain closes on Long Island College Hospital, by Kimberly Gail Price",2014,May 23rd,http://www.star-revue.com/curtain-closes-on-long-island-college-hospital-by-kimberly-gail-price/,2,['LICH']
DEP’s CSO proposal  explained to Gowanus CAG,2019,Feb 5th,http://www.star-revue.com/deps-cso-proposal-explained-to-gowanus-cag-by-erin-degregorio/,,['Gowanus Canal']
"Daily News has it backwards, by George Fiala",2013,Dec 22nd,http://www.star-revue.com/daily-news-has-it-backwards-by-george-fiala/,7,"['Editorials', 'LICH']"
"Daniel Cruz remembered in funeral service, by George Fiala",2014,Jun 10th,http://www.star-revue.com/daniel-cruz-remembered-in-funeral-service-by-george-fiala/,2,"['Carlos Menchaca', 'Red Hook Houses']"
"Daniel J. Defonte’s Way, a new Red Hook street, by Kimberly Gail Price",2016,Jan 19th,http://www.star-revue.com/daniel-j-defontes-way-a-new-red-hook-street-by-kimberly-gail-price/,2,['Red Hook History']
"De Blasio Report Card, by Mark Shames",2014,Dec 17th,http://www.star-revue.com/de-blasio-report-card-mark-shames/,,['Politics']
"De Blasio announces newest and greatest SUNY/LICH court order yet, by George Fiala",2013,Sep 6th,http://www.star-revue.com/de-blasio-announces-newest-and-greatest-sunylich-court-order-yet-by-george-fiala/,4,"['LICH', 'Politics']"
"Death ends life on the mend, by Noah Phillips",2016,Aug 6th,http://www.star-revue.com/death-ends-life-mend-noah-phillips/,1,"['Court System', 'Crime', 'Red Hook Houses']"
"Decision Soon on Gowanus Sludge (July 1, 2012), by Matt Graber and Abby Savitch-Lew",2013,Apr 23rd,http://www.star-revue.com/decision-soon-on-gowanus-sludge-july-1-2012-by-matt-graber-and-abby-savitch-lew/,1,['Gowanus Canal']
Detectable Warning Surfaces and  Their Importance to Pedestrians Everywhere,2018,Nov 15th,http://www.star-revue.com/detectable-warning-surfaces-and-their-importance-to-pedestrians-everywhere/,1,['Transportation']
"Developer tries to give Gowanus a free park, but city doesn’t want it, by George Fiala",2015,Dec 7th,http://www.star-revue.com/white-knight-emerges-for-gowanus-by-george-fiala/,3,['Gowanus Canal']
"Development without displacement: ensuring affordability in Red Hook, by Ben Fuller-Googins",2015,Jan 24th,http://www.star-revue.com/development-without-displacement-ensuring-affordability-red-hook-ben-fuller-googins/,,"['Local Issues - Red Hook', 'Real Estate']"
"Director Julie Taymor honored at Brooklyn Museum,  by Kimberly Gail Price",2013,Jul 11th,http://www.star-revue.com/director-julie-taymor-honored-at-brooklyn-museum-by-kimberly-gail-price/,,"['Arts', 'Feature Story', 'Kimberly Gail Price', 'Theater']"
"Discounted Citi Bike membership available for NYCHA residents, by Nathan Weiser",2017,May 15th,http://www.star-revue.com/discounted-citi-bike-membership-available-nycha-residents-nathan-weiser/,,"['Red Hook Houses', 'Transportation']"
"Donald O’Finn: Artist, Rebel, and Proprietor of Freddy’s Bar",2019,Jan 10th,http://www.star-revue.com/donald-ofinn-artist-rebel-and-proprietor-of-freddys-bar/,,"['Bars', 'Music']"
"Donald Trump causes commotion   at the Red Hook Civic Association, By Cosmo Politan",2016,Apr 1st,http://www.star-revue.com/donald-trump-causes-commotion-red-hook-civic-association-cosmo-politan/,2,['Spoof']
Drama Ministry of Calvary Baptist Church Celebrates Black History,2019,Feb 26th,http://www.star-revue.com/drama-ministry-of-calvary-baptist-church-celebrates-black-history/,4,"['Arts', 'Community Organizations', 'Theater']"
Dutch Delegation Visits Community Justice Center,2019,Jan 3rd,http://www.star-revue.com/dutch-delegation-visits-community-justice-center/,,['Red Hook']
EDITORIAL – An unfortunate public display,2013,May 6th,http://www.star-revue.com/editorial-an-unfortunate-public-display/,16,"['Editorials', 'Gowanus Canal']"
EDITORIAL – NYCHA’s backtracking,2013,Feb 26th,http://www.star-revue.com/editorial-nychas-backtracking/,,['Editorials']
EDITORIAL: Nydia for Mayor,2018,Jun 14th,http://www.star-revue.com/editorial-nydia-mayor/,2,"['Editorials', 'Politics']"
EDITORIAL: WHITHER WATER TAXI?,2018,Jul 20th,http://www.star-revue.com/editorial-whither-water-taxi/,2,['Editorials']
EDITORIAL: local government gone bad,2018,May 11th,http://www.star-revue.com/editorial-local-government-gone-bad/,,['Editorials']
"EPA Meeting Tonight at 173 Conover Street, 6:30 pm to announce Record of Decision",2013,Nov 14th,http://www.star-revue.com/epa-meeting-tonight-at-173-conover-street-630-pm-to-announce-record-of-decision/,,['Uncategorized']
EPA deal with Lightstone up for public comment,2014,Sep 9th,http://www.star-revue.com/epa-deal-lightstone-public-comment/,1,"['Environment', 'Gowanus Canal']"
"EPA presents Gowanus remediation to skeptical Red Hook audience, by Nic Cavell",2013,Feb 1st,http://www.star-revue.com/epa-presents-gowanus-remediation-to-skeptical-red-hook-audience-by-nic-cavell/,2,['Gowanus Canal']
"EPA seeks community input on placement of Gowanus sludge in Red Hook, by Nic Cavell",2013,Feb 13th,http://www.star-revue.com/epa-seeks-community-input-on-placement-of-gowanus-sludge-in-red-hook/,3,['Gowanus Canal']
Editorial – Our thoughts on a Red Hook for the rich and famous,2013,Nov 24th,http://www.star-revue.com/editorial-our-thoughts-on-a-red-hook-for-the-rich-and-famous/,,"['Editorials', 'Education', 'Uncategorized']"
Editorial – Red Hook needs its own mayor,2014,Apr 30th,http://www.star-revue.com/editorial-our-red-hook-state-of-mind/,,['Editorials']
Editorial:  A good time for Red Hook,2014,Nov 12th,http://www.star-revue.com/editorial-good-time-red-hook/,,"['Carlos Menchaca', 'Editorials', 'Politics']"
Editorial:  Calling for a stronger Civic Association,2014,Mar 9th,http://www.star-revue.com/editorial-calling-for-a-stronger-civic-association/,2,['Editorials']
Editorial:  Coalition needs even more presence,2014,Mar 30th,http://www.star-revue.com/editorial-coalition-needs-even-more-presence/,,"['Community Organizations', 'Editorials']"
Editorial:  Our Red Hook Thanks & Hopes,2014,Nov 26th,http://www.star-revue.com/editorial-red-hook-thanks-hopes/,1,['Education']
Editorial:  Staying vigilant on community issues,2014,Aug 20th,http://www.star-revue.com/editorial-staying-vigilant-community-issues/,,"['Editorials', 'LICH', 'Port Authority', 'Red Hook Library']"
Editorial:  This is how our governor rolls,2014,Oct 2nd,http://www.star-revue.com/editorial-governor-rolls/,4,"['Editorials', 'LICH', 'Politics']"
Editorial:  Wasting time & money,2015,Aug 3rd,http://www.star-revue.com/editorial-wasting-time-money/,2,"['Editorials', 'Red Hook Houses']"
Editorial: Breaking the chains of corporate interests,2015,Jan 22nd,http://www.star-revue.com/editorial-breaking-chains-corporate-interests/,2,"['Carlos Menchaca', 'Editorials', 'Local Issues - Red Hook', 'Red Hook Containerport']"
Editorial: Elephants in the room,2014,Oct 21st,http://www.star-revue.com/editorial-elephants-room/,,"['Editorials', 'Estate Four']"
Editorial: Is Change Inevitable?,2014,Jul 4th,http://www.star-revue.com/editorial-is-change-inevitable/,,['Uncategorized']
Editorial: Is Move NY all it is cracked up to be? by George Fiala,2015,Mar 20th,http://www.star-revue.com/editorial-is-move-ny-all-it-is-cracked-up-to-be-by-george-fiala/,2,"['Editorials', 'Transportation', 'Trucks']"
"Editorial: Menchaca roils the waters, by George Fiala",2015,Feb 6th,http://www.star-revue.com/editorial-menchaca-roils-waters-george-fiala/,16,"['Carlos Menchaca', 'Politics']"
Editorial: The Red Hook Library and colonialism,2014,Jul 26th,http://www.star-revue.com/editorial-red-hook-library-colonialism/,15,"['Editorials', 'Red Hook Library']"
"Editorial: What Red Hook would really be getting, by Kimberly Gail Price",2016,Apr 7th,http://www.star-revue.com/editorial-red-hook-really-getting-kimberly-gail-price/,1,['Editorials']
"Education Beat: PS 15 is now a magnet school, by Kimberly Gail Price",2014,Sep 22nd,http://www.star-revue.com/education-beat-ps-15-now-magnet-school-kimberly-gail-price/,,['Education']
Eleanor Kipping’s “Strange Fruit” at FiveMyles,2019,Apr 7th,http://www.star-revue.com/eleanor-kippings-strange-fruit-at-fivemyles/,,['Arts']
Electeds finally reach out to PA regarding Pier 9 concerts,2014,Sep 16th,http://www.star-revue.com/electeds-finally-reach-pa-regarding-pier-9-concerts/,,['Port Authority']
"Elite private school to be built near Red Hook Houses, by George Fiala",2013,Nov 23rd,http://www.star-revue.com/elite-private-school-to-be-built-near-red-hook-houses-by-george-fiala/,,['Education']
Emergency Homeless Shelter Appears Suddenly in Red Hook,2018,Dec 20th,http://www.star-revue.com/dhs-opens-emergency-use-homeless-hotel-on-seabring-street-by-brett-yates/,2,"['Carlos Menchaca', 'Land Use', 'Local Issues - Red Hook', 'News']"
"Emergency Meeting called in Red Hook, by George Fiala",2014,Jun 3rd,http://www.star-revue.com/emergency-meeting-called-in-red-hook-by-george-fiala/,2,"['Carlos Menchaca', 'Red Hook Houses']"
"Endorsements: Teachout, Sikora, Ortiz",2014,Aug 30th,http://www.star-revue.com/endorsements-teachout-sikora-ortiz/,2,"['Felix Ortiz', 'Pete Sikora', 'Politics']"
Eric Adams on the police,2014,Aug 26th,http://www.star-revue.com/eric-adams-on-the-police/,,"['Eric Adams', 'Police', 'Politics']"
Eric Adams rules on nursing home by George Fiala,2016,Apr 6th,http://www.star-revue.com/eric-adams-rules-nursing-home-george-fiala/,,['Oxford Nursing Home']
Essential Essays by Adrienne Rich,2018,Dec 9th,http://www.star-revue.com/essential-essays-by-adrienne-rich/,1,['Books']
"Est4te Four unloads most of their Red Hook properties, by Sarah Matusek",2017,Jun 6th,http://www.star-revue.com/est4te-four-unloads-red-hook-properties-sarah-matusek/,,"['Estate Four', 'Real Estate']"
"Ex-Blockchainers Are Still Confusing, But They Want to Help",2019,Feb 1st,http://www.star-revue.com/ex-blockchainers-are-still-confusing-but-they-want-to-help/,,['Red Hook']
Extreme Kids and Crew to Honor Jerron Herman of Heidi Latsky Dance Co.,2019,May 5th,http://www.star-revue.com/extreme-kids-and-crew-to-honor-jerron-herrman-of-heidi-latsky-dance-co/,0,"['Arts', 'Dance', 'Red Hook']"
FORT DEFIANCE KICKS OFF 10TH ANNIVERSARY WITH A NEW MURAL BY DUKE RILEY,2019,May 5th,http://www.star-revue.com/fort-defiance-kicks-off-10th-anniversary-with-a-new-mural-by-duke-riley/,1,"['Arts', 'Red Hook Restaurants']"
"Fairway shut temporarily due to local power outage, by George Fiala",2017,Jun 19th,http://www.star-revue.com/fairway-shut-temporarily-due-local-power-outage-george-fiala/,,['Fairway']
"Familiar Red Hook face becomes Criminal Court Judge, by Amanda Berman, Esq., Red Hook Community Justice Center",2016,Jan 22nd,http://www.star-revue.com/familiar-red-hook-face-becomes-criminal-court-judge-by-amanda-berman-esq-red-hook-community-justice-center/,,['Court System']
Farewell to 2016,2017,Jan 7th,http://www.star-revue.com/farewell-to-2016/,,"['Community Board 6', 'Community Organizations', 'Editorials', 'Environment', 'Kids', 'Local Issues - Red Hook', 'Real Estate', 'Red Hook Houses']"
"Feast of the Assumption is Celebrated at Outdoor Masses,   By Laura Eng",2015,Sep 10th,http://www.star-revue.com/feast-of-the-assumption-is-celebrated-at-outdoor-masses-by-laura-eng/,,['Religious News']
"February culture, by Matt Caprioli",2018,Feb 13th,http://www.star-revue.com/february-culture-matt-caprioli/,,['Pioneer Books']
Feedback,2013,Jun 10th,http://www.star-revue.com/feedback/,,['Letters to the Editor']
"Feel-good movie hits home for Red Hook residents, by Brian Abate",2018,Jul 18th,http://www.star-revue.com/feel-good-movie-hits-home-red-hook-residents/,,['Arts']
"Fellow politicians honor Joan Millman in Carroll Gardens, by George Fiala",2015,Oct 26th,http://www.star-revue.com/fellow-politicians-honor-joan-millman-in-carroll-gardens-by-george-fiala/,,['Politics']
"Ferry news at CB6, by Erin DeGregorio",2018,Dec 4th,http://www.star-revue.com/ferry-news-at-cb6-by-erin-degregorio/,2,"['Community Board 6', 'Ferry']"
Fighting for families separated at the border,2018,Jul 16th,http://www.star-revue.com/fighting-families-separated-border/,,['Arts']
Film reviews:  Vice; Cold War,2019,Feb 6th,http://www.star-revue.com/film-reviews-vice-cold-war/,,['Film']
"Fine Fare to reopen soon, by Camille Daniels",2013,Sep 5th,http://www.star-revue.com/fine-fare-to-reopen-soon-by-camille-daniels/,,"['Red Hook Houses', 'Sandy Related']"
Fiona Hair NYC: A Cut Above the Rest for Styling and Sustainability,2019,Apr 3rd,http://www.star-revue.com/fiona-hair-nyc-a-cut-above-the-rest-for-styling-and-sustainability/,1,['Carroll Gardens']
"Floor damage puts Senior Center Work in Limbo, by Nathan Weiser",2016,Dec 18th,http://www.star-revue.com/floor-damage-puts-senior-center-work-limbo-nathan-weiser/,,"['Local Issues - Red Hook', 'Red Hook Houses', 'Red Hook Senior Center']"
Folk Fest Profile – Ian Felice,2019,Apr 7th,http://www.star-revue.com/folk-fest-profile-ian-felice/,,['Music']
"Folk music is music of the people, by Matt Caprioli",2018,Apr 4th,http://www.star-revue.com/folk-music-music-people-matt-caprioli/,,['Music']
"Food pantry helps feed the neighborhood, by Nathan Weiser",2017,Nov 10th,http://www.star-revue.com/food-pantry-helps-feed-neighborhood-by-nathan-weiser/,,['Red Hook Food Pantry']
"Forest City Ratner comes to Red Hook for some good publicity, by George Fiala",2015,Jun 18th,http://www.star-revue.com/forest-city-ratner-comes-to-red-hook-for-some-good-publicity-by-george-fiala/,,"['Carlos Menchaca', 'NYCHA', 'Red Hook Non Profits']"
Foxy and Winston will be closing at the end of April,2018,Apr 12th,http://www.star-revue.com/foxy-winston-will-closing-end-april/,,['Foxy and Winston']
"Free Formula E fan zone tickets available, by Nathan Weiser",2017,Jul 5th,http://www.star-revue.com/free-formula-e-fan-zone-tickets-available/,1,"['Carlos Menchaca', 'Entertainment', 'Sports', 'Waterfront']"
Free Neighborhood Services,2015,Jun 30th,http://www.star-revue.com/free-neighborhood-services/,,['Education']
Free Outdoor Movies This Summer!,2018,Jul 2nd,http://www.star-revue.com/freeoutdoormovies/,,['Arts']
"Free movies in Valentino Park, by Halley Bondy",2016,Aug 9th,http://www.star-revue.com/free-movies-valentino-park-halley-bondy/,,"['Arts', 'Parks']"
French Saint’s Incorrupt Heart Comes to Brooklyn During National Pilgrimage Tour,2019,May 5th,http://www.star-revue.com/french-saints-incorrupt-heart-comes-to-brooklyn-during-national-pilgrimage-tour/,4,['Religious News']
"Fresh face for fab chicken, by Emily Kluver",2017,Jan 19th,http://www.star-revue.com/fresh-face-fab-chicken-emily-kluver/,,['Uncategorized']
"Friends of Carroll Gardens Library hold an open house,  by George Fiala",2014,Dec 2nd,http://www.star-revue.com/friends-carroll-gardens-library-hold-open-house-george-fiala/,,"['Carroll Gardens', 'Library']"
Friends of Firefighters will have their first chili cook-off fundraiser on April 27,2018,Apr 17th,http://www.star-revue.com/friends-firefighters-will-first-chili-cook-off-fundraiser/,,['Friends of Firefighters']
Friends of Red Hook Library inaugurates LEGO drive.,2015,May 6th,http://www.star-revue.com/friends-of-red-hook-library-inaugurates-lego-drive/,,['Library']
"From Red Hook to Kilimanjaro, by Nic Cavell",2013,Feb 6th,http://www.star-revue.com/from-red-hook-to-kilimanjaro-by-nic-cavell/,,['Feature Story']
Fundraiser for LICH doctors frantically trying to rescue the dying hospital.,2013,Jun 10th,http://www.star-revue.com/fundraiser-for-lich-doctors-frantically-trying-to-rescue-the-dying-hospital/,,['Uncategorized']
Fundraiser for the Red Hook Volunteers,2014,Aug 22nd,http://www.star-revue.com/fundraiser-red-hook-volunteers/,,['Red Hook Non Profits']
"Funny Valentine’s Day Quotes, compiled by Kimberly Gail Price",2015,Feb 13th,http://www.star-revue.com/funny-valentines-day-quotes-compiled-kimberly-gail-price/,,['Holidays']
"GBX’s win at all cost strategy backfires, by George Fiala",2013,May 5th,http://www.star-revue.com/314/,7,['Gowanus Canal']
Gaelic League Branch Marches for Irish Language Rights,2019,Apr 1st,http://www.star-revue.com/gaelic-league-branch-marches-for-irish-language-rights/,,"['Bars', 'Red Hook']"
Garbage truck update,2014,Aug 7th,http://www.star-revue.com/garbage-truck-update/,1,"['Garbage', 'Port Authority']"
Gary’s Spirit,2018,Sep 11th,http://www.star-revue.com/garys-spirit/,,"['Feature Story', 'Obituary']"
George Bromfield is a loyal Fairwayite,2018,Aug 14th,http://www.star-revue.com/george-bromfield-loyal-fairwayite/,,['Fairway']
"George’s column of potpourri, by George Fiala",2017,Apr 15th,http://www.star-revue.com/georges-column-potpourri-george-fiala/,,['Column']
"Gertrude’s Beard, Hamlet’s e-cigarette: Cave Theater’s “Rosencrantz & Guildenstern are Dead.”",2018,Oct 19th,http://www.star-revue.com/gertrudes-beard-hamlets-e-cigarette-cave-theaters-rosencrantz-guildenstern-dead/,,"['Arts', 'Theater']"
"Get ready for Celebrating Red Hook, 2017",2017,Sep 10th,http://www.star-revue.com/get-ready-celebrating-red-hook-2017/,,['Celebrating Red Hook']
Getting to Know Furniture Artist Joseph Cauvel and CAUV Design,2019,Feb 1st,http://www.star-revue.com/getting-to-know-furniture-artist-joseph-cauvel-and-cauv-design/,,['Red Hook']
Getting to the Point of Acupuncture With Carroll Gardens Expert Christina Morris,2019,Jan 3rd,http://www.star-revue.com/getting-to-the-point-of-acupuncture-with-carroll-gardens-expert-christina-morris/,,"['Carroll Gardens', 'Health']"
"Giant Red Hook Truck Parking Lot update, by George Fiala",2014,Oct 29th,http://www.star-revue.com/giant-red-hook-truck-parking-lot-update-george-fiala/,2,"['Trucks', 'Waterfront']"
Girls on Grass Review,2019,May 1st,http://www.star-revue.com/girls-on-grass-review/,1,['Music']
"Go To Marietta’s to See How It Used to be Around Here, by Elizabeth Graham",2014,Aug 8th,http://www.star-revue.com/go-mariettas-see-used-around-elizabeth-graham/,1,"['Court Street', 'History']"
Godzilla vs. Sandy: Barnacle Parade Marches Again by Brett Yates. Photos by  Micah Rubin,2018,Nov 16th,http://www.star-revue.com/godzilla-vs-sandy-barnacle-parade-marches-again-by-brett-yates-photos-by-micah-rubin/,,"['Red Hook', 'Sandy Related']"
Going Behind the Scenes with Furniture Studio Hachi Collections,2019,Feb 1st,http://www.star-revue.com/going-behind-the-scenes-with-furniture-studio-hachi-collections/,,['Red Hook']
Going to the Drawing Board with Fashion Illustrator Joanna Baker,2019,Apr 1st,http://www.star-revue.com/going-to-the-drawing-board-with-fashion-illustrator-joanna-baker/,,['Shopping']
"Good Fork launches cookbook at neighborhood gala, by the Red Hook Star-Revue Staff",2016,Oct 19th,http://www.star-revue.com/good-fork-launches-cookbook-neighborhood-gala-red-hook-star-revue-staff/,1,"['Books', 'Pioneer Works', 'Red Hook Restaurants']"
Gowanus CAG Concerned and Frustrated as Rezoning Plans Move Forward,2019,Apr 1st,http://www.star-revue.com/gowanus-cag-concerned-and-frustrated-as-rezoning-plans-move-forward/,,"['Gowanus Canal', 'Real Estate']"
"Gowanus CSO  Facility Updates: October 2018 Edition, by Erin DeGregorio",2018,Nov 16th,http://www.star-revue.com/gowanus-cso-facility-updates-october-2018-edition/,2,"['Community Board 6', 'Gowanus Canal']"
Gowanus Dredgers Outline Ways Gowanus Could Have a Revitalized and Thriving Canal Area,2019,Mar 31st,http://www.star-revue.com/gowanus-dredgers-outline-ways-gowanus-could-have-a-revitalized-and-thriving-canal-area/,1,['Gowanus Canal']
Gowanus Dredgers serves up stellar art tours,2018,Aug 5th,http://www.star-revue.com/gowanus-dredgers-serves-stellar-art-tours/,1,['Arts']
"Gowanus Gunman Shoots 2 Ironworkers, Kills Self, By Harrison Neuhaus",2014,Jul 4th,http://www.star-revue.com/gowanus-gunman-shoots-2-ironworkers-kills-self-by-harrison-neuhaus/,,['Crime']
"Gowanus Pathmark a victim of gentrification, by George Fiala",2015,Nov 20th,http://www.star-revue.com/gowanus-pathmark-a-victim-of-gentrification-by-george-fiala/,1,['Real Estate']
Gowanus by Design Discusses Rezoning Framework Before Big Meeting,2019,Feb 3rd,http://www.star-revue.com/gowanus-by-design-discusses-rezoning-framework-before-big-meeting/,,"['Community Board 6', 'Gowanus Canal', 'Land Use']"
Gowanus landmarks group rallies against destruction,2019,Mar 13th,http://www.star-revue.com/7223-2/,,"['Gowanus Canal', 'Real Estate']"
"Gowanus sewage still a hot topic in Superfund negotiations, by George Fiala",2016,Jan 21st,http://www.star-revue.com/gowanus-sewage-still-a-hot-topic-in-superfund-negotiations-by-george-fiala/,1,['Gowanus Canal']
Grand NYCHA rebuilding to be done by 2021,2018,Feb 14th,http://www.star-revue.com/grand-nycha-rebuilding-done-2021/,,['NYCHA']
Graphic Designer Samantha Dion Baker  Discusses Her “Draw Your Day” Book,2019,Jan 6th,http://www.star-revue.com/graphic-designer-samantha-dion-baker-discusses-her-draw-your-day-book/,,"['Arts', 'Books']"
"Growing up on Columbia Street, by Tina Portelli",2018,Jan 25th,http://www.star-revue.com/growing-columbia-street-tina-portelli/,2,['Columbia Street']
"Growing up on a Lehigh Valley Barge, by Halley Bondy",2015,May 15th,http://www.star-revue.com/growing-up-on-a-lehigh-valley-barge-by-halley-bondy/,2,['Waterfront']
HBO’s “The Price of Everything” will make you cherish art more than ever,2018,Dec 6th,http://www.star-revue.com/hbos-the-price-of-everything-will-make-you-cherish-art-more-than-ever/,,['Arts']
HIV Infections on the Rise in Brooklyn,2019,Mar 31st,http://www.star-revue.com/hiv-infections-on-the-rise-in-brooklyn/,,['Health']
"HS Presentation at Formula E races, by Nathan Weiser",2018,Jul 24th,http://www.star-revue.com/hs-presentation-formula-e-races-nathan-weiser/,,['Formula E']
"Halsey Street’s “Gridiron Mom” is raising $7,000,  by Celia Weintrob, Brooklyn Bridge Rotary Club",2017,Dec 14th,http://www.star-revue.com/halsey-streets-gridiron-mom-raising-7000-celia-weintrob-brooklyn-bridge-rotary-club/,,['Education']
Halyard’s Gowanus,2019,May 1st,http://www.star-revue.com/halyards-gowanus/,,"['Bars', 'Gowanus Canal']"
"Handball Courts Are Here To Stay, Red Hook! By Erin DeGregorio",2018,Nov 16th,http://www.star-revue.com/handball-courts-are-here-to-stay-red-hook-by-erin-degregorio/,,"['Red Hook', 'Red Hook Parks', 'Red Hook Recreation Center']"
Hanks Saloon Closing Soon But Moving On To Hill Country,2018,Oct 9th,http://www.star-revue.com/hanks-saloon-closing-soon-moving-hill-country/,,['Music']
"Harriet Zucker is Red Hook canine savior, by Halley Bondy",2016,Mar 7th,http://www.star-revue.com/3152-2/,,['Feature Story']
"Heated contest on for Red Hook West TA President, by Noah Phillips",2017,Jan 13th,http://www.star-revue.com/heated-contest-red-hook-west-ta-president-noah-phillips/,3,"['Lillie Marshall', 'Local Issues - Red Hook', 'NYCHA', 'Red Hook Houses']"
"Heights Player’s The Graduate falls flat of expectations, by Kimberly Gail Price",2015,Jan 23rd,http://www.star-revue.com/heights-players-graduate-falls-flat-expectations-kimberly-gail-price/,,['Theater']
Help Wanted,2013,Apr 8th,http://www.star-revue.com/help-wanted/,,['Uncategorized']
Help a Red Hook family in need – UPDATED,2014,Apr 1st,http://www.star-revue.com/help-a/,2,['Red Hook Houses']
"History: A Walk on Columbia Street,  by Tina Portelli",2017,Nov 9th,http://www.star-revue.com/history-walk-columbia-street-tina-portelli/,22,['History']
"Holiday News from the World of Religion, by Laura Eng",2017,Apr 13th,http://www.star-revue.com/holiday-news-world-religion-laura-eng/,,['Religious News']
"Homegrown reporters discover facets of Red Hook, by Alexis Lambrou and Jasmin Chang",2018,Jul 18th,http://www.star-revue.com/homegrown-reporters-discover-facets-red-hook/,,['Red Hook Youth']
"Hoover City and Red Hook,  by JJ Burkard",2015,Feb 21st,http://www.star-revue.com/hoover-city-red-hook-jj-burkard/,7,['Red Hook History']
