"dcp_name","dcp_ceqrnumber","dcp_projectname","dcp_projectbrief","dcp_publicstatus_simp","dcp_borough","dcp_ulurp_nonulurp","dcp_communitydistricts","actiontypes","dcp_certifiedreferred","dcp_femafloodzonea","dcp_femafloodzonecoastala","dcp_femafloodzoneshadedx","dcp_femafloodzonev","applicants","lastmilestonedate","total_projects","has_centroid","center","ulurpnumbers"
"P2000K0385",,"HRA MEDICAL ASSISTANCE PROGRAM","LEASE BLDG OF APPROX 22,000SF, 2 FLOORS & BASEMENT FOR PER-*MANENT USE AS SOCIAL SERVICES OFFICE SPACE","Completed","Brooklyn","Non-ULURP","BK06","PX;PX","2000-07-05T04:00:00.000Z",,,,,,"2000-08-16T04:00:00.000Z",309,true,"[-73.9785644576717,40.6831341745276]","[""N000669PXK""]"
"P2000K0197",,"C-O-P","UNRESTRICTED DISPOSITION OF 4 VACANT PARCELS","Completed","Brooklyn","ULURP","BK06","PP;PP;PP;PP;PP;PP","2000-02-14T05:00:00.000Z",,,,,,"2000-07-27T04:00:00.000Z",309,true,"[-74.0084708573362,40.6770045309226]","[""C000296PPK""]"
"P1998K0167","98DOT001K","HISTORIC RED HOOK TROLLEY","98DOT001K: CONSTRUCTION OF AN HISTORIC ELECTRIC TROLLEY LINE IN THE RED HOOK SECTION OF BROOKLYN","Completed","Brooklyn","ULURP","BK06","GF","1999-07-19T04:00:00.000Z",,,,,,"1999-12-29T05:00:00.000Z",309,false,"[null,null]","[""C980267GFK""]"
"P1998K0342","98DCP058K","ERIE BASIN REZONING","REZONE M3-1 TO M1-2 TO ALLOW EXISTING USES TO CONTINUE AS*CONFORMING & NON-CONFORMING USES ACCORDING TO THE PRESCRIP-*TIVE STANDARDS APPLICABLE TO M1 DISTRICTS","Completed","Brooklyn","ULURP","BK06","ZM;ZM;ZM;ZM;ZM;ZM;ZM;ZM","1999-01-05T05:00:00.000Z",,,,,,"1999-09-13T04:00:00.000Z",309,true,"[-74.0134080990324,40.6702739860891]","[""I980643ZMK""]"
"P1998K0357",,"NYCFD COMMUNICATIONS WAREHOUSE","RENEWAL OF LEASE TO ACQUIRE 2 CONNECTED BLDGS TO CONTINUE*TO STORE & REPAIR FIRE DEPT EQUIPMENT & VEHICLES FOR CITY-*WIDE FIRE ALARM SYSTEM IN THE COLUMBIA ST URA","Completed","Brooklyn","ULURP","BK06","PQ;PQ","1998-12-07T05:00:00.000Z",,,,,,"1999-07-06T04:00:00.000Z",309,true,"[-74.0042007416593,40.6850819427641]","[""C980659PQK""]"
"P1998K0369","98DCP063K","HUNTINGTON HOUSE APTS","98DCP063K: TO REZONE THE PROPOSED PROPERTY BOUNDED BY SMITH STREET, WES T 9TH STREET, HUNTINGTON STREET, AND A LINE 185' WEST OF AND  PARLLEL OT SMITH FROM M1-1 TO R6","Completed","Brooklyn","ULURP","BK06","ZM;ZM;ZM","1998-11-09T05:00:00.000Z",,,,,,"1999-05-03T04:00:00.000Z",309,true,"[-73.9980411076964,40.6752512335778]","[""C980680ZMK""]"
"P1999K0131",,"BKLYN PUBLIC LIBRARY, PK SLOPE","LANDMARK SITE - LP1994","Completed","Brooklyn","Non-ULURP","BK06","HK","1998-11-23T05:00:00.000Z",,,,,,"1999-01-25T05:00:00.000Z",309,true,"[-73.9834047169461,40.6682378009857]","[""N990164HKK""]"
"P1998K0358","98CFD015K","BKLYN HGTS/RED HOOK AMBULANCE STA.","98CFD015K: DEVELOPMENT OF A FIRE DEPARTMENT EMERGENCY MEDICAL SERVICE A MBULANCE STATION EMPLOYEE PARKING LOT","Completed","Brooklyn","ULURP","BK06","PC","1998-06-29T04:00:00.000Z",,,,,,"1999-01-11T05:00:00.000Z",309,true,"[-73.9902128175982,40.6783546175297]","[""C980660PCK""]"
"P1998K0315",,"FOURTEENTH REGIMENT ARMORY","LANDMARK SITE - LP1965","Completed","Brooklyn","Non-ULURP","BK06","HK","1998-05-18T04:00:00.000Z",,,,,,"1998-07-20T04:00:00.000Z",309,true,"[-73.9829249980954,40.66290053717]","[""N980582HKK""]"
"P1998K0492",,"SAL'S PIZZERIA","RENEWAL-UNENCLOSED SIDEWALK CAFE WITH 38 SEATS FOR 5 YEARS","Completed","Brooklyn","Non-ULURP","BK06","UC","1998-02-13T05:00:00.000Z",,,,,,"1998-02-13T05:00:00.000Z",309,true,"[-73.9950399154397,40.6835674786517]","[""N980229UCK""]"
"P1997K0412",,"C-O-P","UNRESTRICTED DISPOSITION OF 4 VACANT PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1997-07-07T04:00:00.000Z",,,,,,"1997-12-15T05:00:00.000Z",309,true,"[-74.0102800174647,40.674721227502]","[""C970674PPK""]"
"P1998K0021",,"RED HOOK COMMUNITY JUSTICE CENTER","SITE SELECT & ACQ OF A 2-STORY BLDG TO ESTABLISH & USED TO*FACILITATE A NEW APPROACH TO PUBLIC SAFETY","Completed","Brooklyn","ULURP","BK06","PC","1997-07-28T04:00:00.000Z",,,,,,"1997-12-15T05:00:00.000Z",309,true,"[-74.0094165171775,40.6792683376724]","[""C980035PCK""]"
"P1997K0486",,"BKLYN PUBLIC LIBRARY","LANDMARK SITE - LP1963 (CENTRAL BLDG)","Completed","Brooklyn","Non-ULURP","BK06;BK08;BK09","HK;HK","1997-07-28T04:00:00.000Z",,,,,,"1997-08-28T04:00:00.000Z",309,true,"[-73.9680678178749,40.6721733315499]","[""N970798HKK""]"
"P1997K0033",,"C-O-P","UNRESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1996-09-16T04:00:00.000Z",,,,,,"1997-03-18T05:00:00.000Z",309,true,"[-74.0153955671251,40.6774198497359]","[""C970051PPK""]"
"P1996K0328",,"C-O-P","UNRESTRICTED DISPOSITION OF MULTIPLE USE 1-FAMILY HOME WITH*STORE OR OFFICE","Completed","Brooklyn","ULURP","BK06","DM","1996-09-16T04:00:00.000Z",,,,,,"1997-03-03T05:00:00.000Z",309,true,"[-73.9847934166068,40.6705952493087]","[""C960501DMK""]"
"P1994K0458",,"C-O-P","UNRESTRICTED DISPOSITION OF A 3-FAMILY WALK-UP APARTMENT","Completed","Brooklyn","ULURP","BK06","DM","1996-07-29T04:00:00.000Z",,,,,,"1996-12-24T05:00:00.000Z",309,true,"[-73.9988811778385,40.6748506102497]","[""C940646DMK""]"
"P1993K0243","94HPD037K","COLUMBIA STREET URP","TO FACILITATE THE DEVELOPMENT OF 2 HOUSING SITES, AND EXPAND ED PARK SITE AND AN INTERIM OPEN SPACE USE","Completed","Brooklyn","Non-ULURP","BK06","HD;ZM;HD;HD;ZM;ZM","1996-03-11T05:00:00.000Z",,,,,,"1996-10-01T04:00:00.000Z",309,true,"[-74.0040928881392,40.6851242584609]","[""C930296ZMK"",""N930297HDK""]"
"P1996K0195","94HPD037K","COLUMBIA ST URA","94HPD037K: TO FACILITATE THE DEVELOPMENT OF 2 HOUSING SITES, AND EXPAND ED PARK SITE AND AN INTERIM OPEN SPACE USE; Additional Other #(s): 90-002K","Completed","Brooklyn","ULURP","BK06","HD","1996-03-11T05:00:00.000Z",,,,,,"1996-10-01T04:00:00.000Z",309,true,"[-74.0016736318423,40.6842514233144]","[""C960273HDK""]"
"P1996K0070","94HPD037K","COLUMBIA ST URP","94HPD037K: TO FACILITATE THE DEVELOPMENT OF 2 HOUSING SITES, AND EXPAND ED PARK SITE AND AN INTERIM OPEN SPACE USE","Completed","Brooklyn","ULURP","BK06","HU;HU;HU","1996-03-11T05:00:00.000Z",,,,,,"1996-10-01T04:00:00.000Z",309,true,"[-74.0040928881392,40.6851242584609]","[""C960113HUK""]"
"P1995K0005","95DCP024K","RED HOOK 197-A PLAN","RED HOOK COMMUNITY REGENERATION 197-A PLAN","Completed","Brooklyn","Non-ULURP","BK06","NP","1994-11-07T05:00:00.000Z",,,,,,"1996-09-16T04:00:00.000Z",309,true,"[-74.0164583472302,40.667174616894]","[""N950015NPK""]"
"P1997K0534",,"SAL'S PIZZERIA","NEW-UNENCLOSED SIDEWALK CAFE WITH 38 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","1996-08-20T04:00:00.000Z",,,,,,"1996-08-20T04:00:00.000Z",309,true,"[-73.9950399154397,40.6835674786517]","[""N970056UCK""]"
"P1990K0749","90-251K","PRESIDENT ST","90-251K: ELIMINATE PRESIDENT ST FROM BOND ST TO THE GOWANUS CANAL","Completed","Brooklyn","ULURP","BK06","MM;MM;MM;MM;MM","1995-12-18T05:00:00.000Z",,,,,,"1996-06-04T04:00:00.000Z",309,true,"[-73.9895159225714,40.6787846849748]","[""C900932MMK""]"
"P1996K0577",,"KALIO","NEW-UNENCLOSED SIDEWALK CAFE WITH 10 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","1996-04-16T04:00:00.000Z",,,,,,"1996-04-16T04:00:00.000Z",309,true,"[-73.994780841058,40.685304972429]","[""N960437UCK""]"
"P1995K0138",,"C-O-P (1 PARCEL)","UNRESTRICTED DISPOSITION OF CITY-OWNED PROPERTIES, 2 CONDO*UNITS (1 PARCEL WITHDRAWN, 1 LEFT)","Completed","Brooklyn","ULURP","BK06","DM","1995-07-24T04:00:00.000Z",,,,,,"1996-01-23T05:00:00.000Z",309,false,"[null,null]","[""C950188DMK""]"
"P1994K0352","87-013K","LONG ISLAND COLLEGE MRI FACILITY","444 SPACE ACCESSORY PARKING FACILITY TB282. TL1.","Completed","Brooklyn","Non-ULURP","BK06","ZA;ZA","1995-06-05T04:00:00.000Z",,,,,,"1995-08-21T04:00:00.000Z",309,true,"[-73.9992928798088,40.6904257849967]","[""M910375AZAK""]"
"P1994K0492",,"C-O-P","RESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL.*FIRST ATTEMPT THROUGH AHOP","Completed","Brooklyn","ULURP","BK06","PP","1994-11-07T05:00:00.000Z",,,,,,"1995-04-25T04:00:00.000Z",309,true,"[-73.978628453561,40.6815437627046]","[""C940683PPK""]"
"P1993K0259","93DOT009K","NINTH ST BRIDGE"," ; Additional Other #(s): BRCR070","Completed","Brooklyn","ULURP","BK06","PQ;MM","1994-07-25T04:00:00.000Z",,,,,,"1995-01-24T05:00:00.000Z",309,true,"[-73.996649304648,40.6748717431606]","[""C930325MMK"",""C930326PQK""]"
"P1991K0311","87-013K","LONG ISLAND COLLEGE HOSP PKG GARAGE","87-013K: 444 SPACE ACCESSORY PARKING FACILITY TB282. TL1.; Additional Other #(s): 910365A","Completed","Brooklyn","ULURP","BK06","MM;ZS;ZA","1993-02-08T05:00:00.000Z",,,,,,"1995-01-12T05:00:00.000Z",309,true,"[-73.9992928798088,40.6904257849967]","[""C910374MMK"",""C910376ZSK"",""N910375ZAK""]"
"P1994K0226","94HRA015K","OUR LADY OF PEACE DCC","SITE SELECTION & ACQ TO CONSTRUCT A NEW DAY CARE CENTER FOR*APPROX 85 CHILDREN","Completed","Brooklyn","ULURP","BK06","PC;PC;PC;PC;PC","1994-05-16T04:00:00.000Z",,,,,,"1994-11-08T05:00:00.000Z",309,true,"[-73.9834881327457,40.6739958746423]","[""C940287PCK""]"
"P1994K0634",,"MARCO POLO RESTAURANT","RENEWAL-ENCLOSED SIDEWALK CAFE WITH 36 SEATS FOR 1-YEAR","Completed","Brooklyn","Non-ULURP","BK06","EC","1994-05-31T04:00:00.000Z",,,,,,"1994-05-31T04:00:00.000Z",309,true,"[-73.9956808662483,40.6821991742864]","[""N940480ECK""]"
"P1993K0237","93DCP018K","COBBLE HILL NURSING HOME","93DCP018K: ULURP-RELATED SPEC PERMIT TO EXPAND EXISTING NURSING HOME","Completed","Brooklyn","ULURP","BK06","ZS;ZS","1993-10-04T04:00:00.000Z",,,,,,"1994-04-26T04:00:00.000Z",309,true,"[-73.9978047236779,40.6885005858437]","[""C930287ZSK"",""C930288ZSK""]"
"P1993K0345","93DCP037K","PROSPECT HEIGHTS REZONING","93DCP037K: REZONE 10 SUBAREAS WITHIN A 53-BLOCK AREA IN THE WESTERN P/O COMMUNITY DIST 8 & A SMALL PORTION OF COMMUNITY DIST 6 FROM THE EXISTING ZONING TO THE CONTEXTUAL ZONING DISTS","Completed","Brooklyn","ULURP","BK06;BK08","ZM","1993-07-19T04:00:00.000Z",,,,,,"1994-02-14T05:00:00.000Z",309,false,"[null,null]","[""C930430ZMK""]"
"P1993K0291","92NYP001K","NYPD EVIDENCE VEHICLE FACILITY","SITE SELECTION & ACQ OF APPROX 19.4 ACRES FOR USE AS AN*EVIDENCE FACILITY FOR A MAXIMUM OF 2,200 IMPOUNDED VEHICLES","Completed","Brooklyn","ULURP","BK06","PC","1993-04-12T04:00:00.000Z",,,,,,"1993-11-22T05:00:00.000Z",309,true,"[-74.0122406259143,40.66710293183]","[""C930366PCK""]"
"P1992K0316",,"SALVATION ARMY FIESTA DCC","ACQUISITION OF A 2-STORY BLDG TO CONTINUE TO OPERATE A DAY*CARE CENTER FOR APPX 116 CHILDREN","Completed","Brooklyn","ULURP","BK06","PQ","1993-03-15T05:00:00.000Z",,,,,,"1993-10-18T04:00:00.000Z",309,true,"[-74.006564087082,40.67407074943]","[""C920366PQK""]"
"P1991K0320",,"L.I. COLLEGE HOSP PKING GARAGE","FROM UNZONED TO R6 TO CONSTRUCT A GROUP PARKING FACILITY*WITH APPROX 430 PARKING SPACES ACCESSORY TO A COMMUNITY*FACILITY USE","Completed","Brooklyn","ULURP","BK06","ZM","1993-02-08T05:00:00.000Z",,,,,,"1993-09-13T04:00:00.000Z",309,true,"[-73.9992928798088,40.6904257849967]","[""C910400ZMK""]"
"P1991K0395",,"PAL-MICCIO DCC","ACQUISITION OF A 2-STORY BLDG TO CONTINUE TO OPERATE A DAY*CARE CENTER SERVING 135 CHILDREN","Completed","Brooklyn","ULURP","BK06","PQ","1993-03-01T05:00:00.000Z",,,,,,"1993-07-10T04:00:00.000Z",309,true,"[-74.0013888856398,40.6748168652239]","[""C910509PQK""]"
"P1992K0315",,"COURT ST DCC","ACQUISITION OF A 2-STORY BLDG TO CONTINUE TO OPERATE A DAY*CARE CENTER FOR APPX 85 CHILDREN","Completed","Brooklyn","ULURP","BK06","PQ","1993-02-22T05:00:00.000Z",,,,,,"1993-07-10T04:00:00.000Z",309,true,"[-73.995429100507,40.6842519971025]","[""C920365PQK""]"
"P1990K0482","90-254K","PARK SLOPE NORTH REZONING","90-254K: REZO A 54 BLOCK AREA FROM R6,C1-3,C2-3,C6-1,M1-1,M1-2 TO R6A R6B,R7A,R7B,R8A,C1-4,C2-4 TO CREATE A FUTURE BUILT FROM FORM THAT IS IN CONTEXT WITH THE EXISTING NEIGHBORHOOD","Completed","Brooklyn","ULURP","BK02;BK06;BK08","ZM","1992-09-21T04:00:00.000Z",,,,,,"1993-04-06T04:00:00.000Z",309,false,"[null,null]","[""C900580ZMK""]"
"P1992K0515",,"C-O-P","UNRESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 1-PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1992-09-21T04:00:00.000Z",,,,,,"1993-02-06T05:00:00.000Z",309,false,"[null,null]","[""C920706PPK""]"
"P1992K0484",,"HISPANOS UNIDOS DCC","ACQUISITION OF A 2-STORY BLDG TO CONTINUE TO OPERATE A DAY*CARE CENTER FOR APPX 75 CHILDREN","Completed","Brooklyn","ULURP","BK06","PQ;PQ","1992-07-20T04:00:00.000Z",,,,,,"1992-12-22T05:00:00.000Z",309,true,"[-73.9855872829694,40.6649840878773]","[""C920656PQK""]"
"P1991K0226","90-235K","BROOKLYN BOROUGH REPAIR SHOP","90-235K: ACQUISITION FOR A REPAIR SHOP FACILITY TO SERVICE THE NORTH WESTERN COMMUNITY DISTRICT","Completed","Brooklyn","ULURP","BK06","PQ","1992-04-13T04:00:00.000Z",,,,,,"1992-09-14T04:00:00.000Z",309,true,"[-73.9965562824459,40.6695415945013]","[""C910261PQK""]"
"P1992K0271",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1992-04-20T04:00:00.000Z",,,,,,"1992-08-29T04:00:00.000Z",309,true,"[-74.0046672387402,40.676280623354]","[""C920311PPK""]"
"P1991K0268","90-242K","BKLYN NORTH 2 GARAGE","90-242K: LEASE RENEWAL FOR GARAGE TO PROVIDE STORAGE FOR SANITATION VEHICLES","Completed","Brooklyn","ULURP","BK06","PQ","1992-02-24T05:00:00.000Z",,,,,,"1992-07-11T04:00:00.000Z",309,true,"[-73.9910477171618,40.6749928418505]","[""C910301PQK""]"
"P1990K0669",,"BETHEL DCC","ACQUISITION TO CONTINUE TO TO OPERATE A DAY CARE CENTER FOR*138 CHILDREN","Completed","Brooklyn","ULURP","BK06","PQ","1991-07-29T04:00:00.000Z",,,,,,"1991-12-19T05:00:00.000Z",309,true,"[-73.9905215090254,40.6830123846227]","[""C900852PQK""]"
"P1990K0674","90-228K","BROOKLYN WEST BROOM GARAGE 6A","90-228K: LEASE RENEWAL FOR GARAGE TO STORE SWEEPERS & TO PROVIDE CLEANING SERVICES IN BROOKLYN WEST DISTRICT 6,7,10","Completed","Brooklyn","ULURP","BK06","PQ","1991-04-15T04:00:00.000Z",,,,,,"1991-09-13T04:00:00.000Z",309,true,"[-74.0046260778624,40.6852708897838]","[""C900875PQK""]"
"P1990K0051","87-094K","COLUMBIA ST URP","87-094K: CONST OF 57-60 3 BR UNITS OF RENTAL HOUSING,PERSUING MAC SUBSIDY TB304,309. TL7","Completed","Brooklyn","ULURP","BK06","HD;HD;ZM;ZM;HD;HD;HU;ZM;ZM;HU;HU;HU","1991-03-11T05:00:00.000Z",,,,,,"1991-08-20T04:00:00.000Z",309,true,"[-74.0010277753144,40.6879134838168]","[""C900073HUK"",""C900074HDK"",""C900075ZMK""]"
"P1990K0052",,"RED HOOK PENINSULA 3RD AMEND URP","MODIFICATION OF URP TO DELETE 1 SITE","Completed","Brooklyn","ULURP","BK06","HU","1991-03-11T05:00:00.000Z",,,,,,"1991-08-20T04:00:00.000Z",309,false,"[null,null]","[""C900076HUK""]"
"P1988K0897","88-228K","SITE H-VACANT BLDG PROGRAM II","REHABILITATION OF 4 VACANT MULTIPLE DWELLINGS.","Completed","Brooklyn","ULURP","BK06","DM;DM","1990-06-11T04:00:00.000Z",,,,,,"1990-10-25T04:00:00.000Z",309,true,"[-74.0032772991251,40.685753945117]","[""C881024DMK""]"
"P1987K0813","88-032K","4TH AVE REZONING","88-032K: REZONE C2-1 IN R6 TO R8 IN R6 TO BUILD A RECIDENTIAL BLDG WITH GROUND FLR COMMERCIAL SPACE BL 395 LOT 35-37, 44-46 WITH 115429 SF","Completed","Brooklyn","ULURP","BK06","ZM;ZM","1990-04-02T04:00:00.000Z",,,,,,"1990-10-15T04:00:00.000Z",309,true,"[-73.9807469967246,40.6816968559573]","[""C870955ZMK""]"
"P1990K0921",,"MARCO POLO RESTAURANT","RENEWAL-ENCLOSED SIDEWALK CAFE FOR 5-YEARS WITH 32 SEATS","Completed","Brooklyn","Non-ULURP","BK06","TC","1990-06-18T04:00:00.000Z",,,,,,"1990-06-18T04:00:00.000Z",309,true,"[-73.9956808662483,40.6821991742864]","[""N900251TCK""]"
"P1988K0820","89-003K","BIG R SUPERMARKET","89-003K: PROPOSED REZONING FROM  M1-1 TO R6 FOR PURPOSE OF CONVERTING VACANT WAREHOUSE INTO SUPERMARKET AND RETAIL.","Completed","Brooklyn","ULURP","BK06","ZM","1989-11-20T05:00:00.000Z",,,,,,"1990-02-14T05:00:00.000Z",309,true,"[-74.0088245604733,40.6745572604238]","[""C880923ZMK""]"
"P1989K0784",,"C-O-P","UNRESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1989-12-19T05:00:00.000Z",,,,,,"1990-01-31T05:00:00.000Z",309,true,"[-73.9910612022533,40.6703541942581]","[""C890953PPK""]"
"P1989K0841",,"74 5TH AVENUE","LDA 'AS IS' TO ARTICLE XI HDFC'S OF BLDGS IN DAMP FOR A 4-*STORY OLD LAW WALK-UP BLDG WITH 6 RESIDENTIAL UNITS & 1*COMMERCIAL UNIT","Completed","Brooklyn","ULURP","BK06","HD","1989-10-16T04:00:00.000Z",,,,,,"1989-11-29T05:00:00.000Z",309,true,"[-73.9777506265323,40.680759713716]","[""C891005HDK""]"
"P1989K0674",,"C-O-P","UNRESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1989-10-11T04:00:00.000Z",,,,,,"1989-11-08T05:00:00.000Z",309,true,"[-73.9886746277307,40.6659713856889]","[""C890743PPK""]"
"P1989K0436","89-138K","PARK PLACE SPECIAL ED SCHOOL","89-138K: ACQUISITION OF EXIST LEASED SPACE FOR SPECIAL EDUCATION STUDENTS","Completed","Brooklyn","ULURP","BK06","PS;PS","1989-06-05T04:00:00.000Z",,,,,,"1989-09-20T04:00:00.000Z",309,true,"[-73.9766720224582,40.6787221577863]","[""C890479PSK""]"
"P1986K0763",,"5TH AVE MAP CHANGE","MAPPING OF GRADE CHANGES IN CONJUNCTION WITH THE*RECONSTRUCTION OF 5TH AVE","Completed","Brooklyn","ULURP","BK06","MM","1989-05-01T04:00:00.000Z",,,,,,"1989-08-09T04:00:00.000Z",309,false,"[null,null]","[""C860891MMK""]"
"P1989K0407","89-120K","WATER TUNNEL NO.3/STAGE 2/SHAFT 22B","89-120K: TO CONSTR A APPROX 580' DEEP VERTICAL SHAFT ABOUT OF WHICH APPROX 200' SHALL BE IN SOIL WITH THE REMAINING APPROX 380' IN SOLID ROCK","Completed","Brooklyn","ULURP","BK06","PS;PS;PS;PS;PS","1989-02-27T05:00:00.000Z",,,,,,"1989-06-21T04:00:00.000Z",309,true,"[-73.9823800264447,40.6776684621816]","[""C890440PSK""]"
"P1989K0081",,"BKLYN WAREHSE/GAR-FIRE COMMUNICATNS","LEASES UNTIL 8/31/93 TO CONTINUE THE USE OF 2 CONNECTING*WAREHOUSE/GARAGE BLDGS FOR THE SERVICE CENTER & GARAGE FOR*VEHICLES & A WAREHUSE FOR CABLE, MATERIALS & SUPPLIES","Completed","Brooklyn","ULURP","BK06","PL;PL","1988-12-12T05:00:00.000Z",,,,,,"1989-03-22T05:00:00.000Z",309,true,"[-74.0042007416593,40.6850819427641]","[""C890091PLK""]"
"P1989K0262",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 2 PARCELS","Completed","Brooklyn","ULURP","BK06","PP;PP","1989-03-13T05:00:00.000Z",,,,,,"1989-03-22T05:00:00.000Z",309,true,"[-73.9982849981048,40.6651140841212]","[""C890283PPK""]"
"P1989K0219",,"C-O-P","DISPOSITION OF CITY OWNED PROPERTY, 2 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1988-12-28T05:00:00.000Z",,,,,,"1989-02-01T05:00:00.000Z",309,false,"[null,null]","[""C890230PPK""]"
"P1987K0807","87-227K","TIFFANY PLACE REZONING","87-227K: VAR FOR CONVERSION OF 2, 6-STORY BLDGS & 1, 8-STORY BLDG TO ACCOMODATE 140 RESIDENTIAL UNITS. TB320. TL1.","Completed","Brooklyn","ULURP","BK06","ZM","1988-07-11T04:00:00.000Z",,,,,,"1988-10-19T04:00:00.000Z",309,true,"[-74.0008342531623,40.6862965244719]","[""C870932ZMK""]"
"P1988K0584",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1988-07-18T04:00:00.000Z",,,,,,"1988-08-24T04:00:00.000Z",309,true,"[-74.0029795997983,40.6850406885565]","[""C880650PPK""]"
"P1986K0551","86-172K","CREAMER ST BET HICKS & COLUMBIA STS","86-172K: DEMAPPING OF CREAMER STREET BETWEEN HICKS AND COLUMBIA STREET.","Completed","Brooklyn","ULURP","BK06","MM","1988-05-09T04:00:00.000Z",,,,,,"1988-08-08T04:00:00.000Z",309,false,"[null,null]","[""C860639MMK""]"
"P1986K0514","86-034K","BROOKLYN PUBLIC BATH NO.7","CONVERSION OF BATH HOUSE TO OFFICE AND WAREHOUSE. TB955. TL1.","Completed","Brooklyn","ULURP","BK06","ZS","1988-05-09T04:00:00.000Z",,,,,,"1988-08-08T04:00:00.000Z",309,true,"[-73.9830396369089,40.676794199016]","[""C860601ZSK""]"
"P1988K0865",,"COBBLE HILL HISTORIC DIST EXTENSION","LANDMARK SITE - LP1554","Completed","Brooklyn","Non-ULURP","BK06","HK;HK","1988-07-25T04:00:00.000Z",,,,,,"1988-07-25T04:00:00.000Z",309,true,"[-73.9972385890201,40.6892891722405]","[""N880986HKK""]"
"P1983K0275","82-313K","BQE PEDESTRIAN DECK","CHANGE IN CITY MAP TO ESTABLISH 2 PEDESTRIAN DECK THAT*INCLUDES PASSIVE RECREATIONAL FACILITIES","Completed","Brooklyn","ULURP","BK06","MM","1988-02-29T05:00:00.000Z",,,,,,"1988-06-01T04:00:00.000Z",309,false,"[null,null]","[""C830303MMK""]"
"P1988K0264",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1988-05-10T04:00:00.000Z",,,,,,"1988-06-01T04:00:00.000Z",309,true,"[-74.0027119078063,40.6856668178502]","[""C880300PPK""]"
"P1988K0064",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 4 PARCELS","Completed","Brooklyn","ULURP","BK06","PP;PP","1988-05-03T04:00:00.000Z",,,,,,"1988-06-01T04:00:00.000Z",309,true,"[-74.0113372948631,40.6783614969884]","[""C880077PPK""]"
"P1988K0366",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 3 PARCELS.","Completed","Brooklyn","ULURP","BK06","PP;PP;PP","1988-03-23T05:00:00.000Z",,,,,,"1988-04-20T04:00:00.000Z",309,true,"[-74.0057694714768,40.6785222901635]","[""C880401PPK""]"
"P1987K0602",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 16 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1987-12-16T05:00:00.000Z",,,,,,"1988-01-20T05:00:00.000Z",309,true,"[-73.983685285221,40.6676176773732]","[""C870680PPK""]"
"P1988K0052",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1987-12-15T05:00:00.000Z",,,,,,"1988-01-20T05:00:00.000Z",309,true,"[-74.0041899868411,40.6813868107886]","[""C880063PPK""]"
"P1988K0234",,"CARROLL ST BRIDGE/GOWANUS CANAL","LANDMARK SITE-LP1553","Completed","Brooklyn","Non-ULURP","BK06","HK;HK;HK;HK;HK","1987-11-23T05:00:00.000Z",,,,,,"1987-11-25T05:00:00.000Z",309,true,"[-73.9886090722433,40.6784009135786]","[""N880272HKK""]"
"P1987K0747",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1987-07-14T04:00:00.000Z",,,,,,"1987-09-02T04:00:00.000Z",309,true,"[-73.9796978689693,40.6806807523552]","[""C870860PPK""]"
"P1987K0516",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL. BL1098 LOT50","Completed","Brooklyn","ULURP","BK06","PP","1987-05-20T04:00:00.000Z",,,,,,"1987-06-17T04:00:00.000Z",309,true,"[-73.9814651929225,40.6637200441603]","[""C870574PPK""]"
